#{"t_start": 1760358203.381485, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
2.0,817,813.054621
0.0,524,813.908343
0.0,525,814.768533
3.0,943,816.37158
0.0,508,817.180024
0.0,512,817.987143
9.0,1604,820.846188
6.0,1443,823.341177
0.0,536,824.153713
0.0,492,824.97451
0.0,513,825.795247
2.0,810,827.126429
0.0,511,827.95849
0.0,527,828.801063
0.0,537,829.644975
10.0,1808,832.746766
2.0,825,834.074786
0.0,523,834.91643
2.0,810,836.28411
1.0,647,837.297159
10.0,1802,840.445308
0.0,513,841.265335
9.0,1632,844.04257
0.0,521,844.937952
0.0,528,845.77199
0.0,525,846.601001
2.0,829,847.93771
6.0,1435,850.467268
2.0,829,851.817635
0.0,513,852.629295
2.0,809,853.950952
10.0,1820,857.114173
0.0,531,857.97104
1.0,717,859.12334
4.0,1117,860.990491
2.0,838,862.364118
0.0,511,863.226758
0.0,536,864.06182
0.0,531,864.914289
5.0,1330,867.167174
2.0,907,868.765893
2.0,828,870.15773
0.0,515,871.018082
0.0,519,871.824144
2.0,817,873.147598
2.0,904,874.632583
0.0,525,875.494491
0.0,511,876.320998
0.0,521,877.167124
0.0,508,877.989101
6.0,1534,880.667569
1.0,653,881.705954
0.0,524,882.540917
7.0,1730,885.571316
3.0,1006,887.293648
2.0,817,888.68736
0.0,515,889.503125
0.0,516,890.3444
0.0,541,891.160656
0.0,529,892.015163
0.0,519,892.86303
0.0,528,893.679848
9.0,1620,896.458076
0.0,536,897.286404
0.0,528,898.143903
3.0,1002,899.833634
1.0,628,900.875026
0.0,536,901.704181
1.0,633,902.715193
3.0,1017,904.46579
2.0,839,905.891467
3.0,1090,907.773803
2.0,741,909.034213
1.0,636,910.101239
0.0,515,910.967766
13.0,1828,914.201838
0.0,532,915.053931
0.0,543,915.909013
0.0,531,916.775116
3.0,932,918.32682
5.0,1243,920.457091
9.0,1640,923.285363
0.0,532,924.143173
0.0,517,924.974392
2.0,814,926.344282
0.0,511,927.17335
1.0,723,928.340165
0.0,515,929.158374
1.0,728,930.331705
1.0,645,931.371303
0.0,533,932.197258
0.0,540,933.045165
1.0,640,934.064363
0.0,536,934.911278
0.0,524,935.767077
0.0,543,936.599889
7.0,1687,939.507981
4.0,1085,941.359926
4.0,1144,943.334543
3.0,933,944.942715
0.0,533,945.822133
0.0,508,946.671168
3.0,1007,948.40497
0.0,515,949.249633
11.0,1942,952.684197
4.0,1205,954.729376
1.0,704,955.909408
5.0,1348,958.195872
7.0,1679,961.140728
1.0,620,962.148445
0.0,523,962.991483
1.0,708,964.124889
0.0,515,964.993037
2.0,809,966.369014
3.0,948,967.903949
0.0,516,968.765055
3.0,934,970.367945
3.0,874,971.822394
8.0,1519,974.404484
4.0,1122,976.302024
0.0,540,977.118285
1.0,707,978.303951
1.0,716,979.514727
2.0,909,981.031628
0.0,523,981.884038
12.0,1728,984.879755
6.0,1492,987.520088
0.0,523,988.353748
0.0,519,989.188584
6.0,1488,991.758327
0.0,511,992.606723
10.0,1503,995.195686
7.0,1617,998.010814
9.0,1976,1001.491265
8.0,1141,1003.489243
4.0,1161,1005.455072
9.0,2018,1008.937332
3.0,865,1010.381386
2.0,820,1011.751475
3.0,891,1013.228932
2.0,765,1014.498482
7.0,996,1016.215431
0.0,524,1017.102697
5.0,1414,1019.590139
3.0,945,1021.201328
1.0,711,1022.397435
1.0,707,1023.591824
1.0,727,1024.843203
7.0,1015,1026.559734
5.0,1345,1028.819168
6.0,1386,1031.222225
1.0,731,1032.433336
0.0,520,1033.284507
0.0,513,1034.125347
3.0,1014,1035.834688
